Sıra No,Çevre Kimlik No,İşletme Adı,Tesis İli,İşletme Adres,Lisans Konuları,İzin Konuları,Belge Türü,Onay Tarihi,Sertifika Süresi
36,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
36,227277658,EKOLOJİK ENERJİ ANONİM ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"MERKEZ Mahallesi, OSB SOKAK, No: 2 /3-, GÜMÜŞOVA / DÜZCE", Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2022-04-29 00:00:00,2024-09-09 00:00:00
37,227365780,ARDAM ATIK YÖNETİMİ VE DEPOLAMA SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"Ahi Evran OSB Mah., Büyük Selçuklu Cad., No: 5-, Sincan ANKARA",Atık Ara Depolam,,İzin ve Lisans Belgesi,2020-07-22 00:00:00,2024-08-20 00:00:00
37,227365780,ARDAM ATIK YÖNETİMİ VE DEPOLAMA SANAYİ VE TİCARET ANONİM ŞİRKETİ,ANKARA,"Ahi Evran OSB Mah., Büyük Selçuklu Cad., No: 5-, Sincan ANKARA", Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2020-07-22 00:00:00,2024-08-20 00:00:00
38,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL",Atık Ara Depolam,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
38,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
38,227240692,TUZLA DERİ OSB GERİ DÖNÜŞÜM ANONİM ŞİRKETİ,İSTANBUL,"Deri OSB Mah., Çevre Sok., No: 3-, Tuzla İSTANBUL", Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE",Tehlikesiz Atık Geri Kazanı,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE", Ömrünü Tamamlamış Araç Geçici Depolam,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE", Hurda Metal /ÖTA İşlem,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE", Atık Elektrikli ve Elektronik Eşya İşlem,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE", Atık Ara Depolam,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
39,232781508,BEKER PCB ELEKTRONİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ DÜZCE ŞUBESİ,DÜZCE,"İstiklal OSB1 Mahallesi, 7 Cadde, No:3-3/A, Merkez/DÜZCE", Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2019-11-06 00:00:00,2024-11-06 00:00:00
40,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Tehlikeli Atık Geri Kazanı,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
40,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL", Tehlikesiz Atık Geri Kazanı,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
40,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL",Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
40,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL", Düzenli Depolama - 2. Sınıf (Belediye Atıkları ve Tehlikesiz Atık Düzenli Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
40,223525526,İSTAÇ İSTANBUL ÇEVRE YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ - KÖMÜRCÜODA TESİSLERİ,İSTANBUL,"Karakiraz Mahallesi Ergun Sokak No:305, ŞİLE, İSTANBUL", Atık Ara Depolam,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2021-08-19 00:00:00,2024-05-31 00:00:00
41,223457474,ONSA RAFİNERİ A.Ş,İSTANBUL,"Osmangazi Mahallesi, 3117. Sokak, No:3, Esenyurt/İSTANBUL",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-02-13 00:00:00,2024-12-05 00:00:00
41,223457474,ONSA RAFİNERİ A.Ş,İSTANBUL,"Osmangazi Mahallesi, 3117. Sokak, No:3, Esenyurt/İSTANBUL",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2020-02-13 00:00:00,2024-12-05 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ", Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
42,233329710,CHIMIREC AVRASYA ENDÜSTRİYEL ATIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"Pelitli Mah., 4448. Sok., No: 67-, Gebze KOCAELİ", Ambalaj Atığı Toplama ve Ayırma Tip ,Hava Emisyon,İzin ve Lisans Belgesi,2019-02-04 00:00:00,2024-03-04 00:00:00
43,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2018-12-21 00:00:00,2023-12-18 00:00:00
43,233134624,DUPOLL ENERJİ ENTEGRE ATIK YÖNETİMİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,KOCAELİ,"KOCAELİ,KARADENİZLİLER Mahallesi, FAKÜLTE CADDE, No: 165 /1-, BAŞİSKELE,Türkiye",Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2018-12-21 00:00:00,2023-12-18 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ,Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ, Ömrünü Tamamlamış Araç Geçici Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ, Hurda Metal /ÖTA İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ, Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ, Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
44,222876748,ANEL DOĞA ENTEGRE GERİ DÖNÜŞÜM ENDÜSTRİ ANONİM ŞİRKETİ,KOCAELİ,Çepni Mah. Uzay Çıkmazı Sk. İdari Bina Sit. No:43-B  Kartepe KOCAELİ, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,Hava Emisyon,İzin ve Lisans Belgesi,2022-02-17 00:00:00,2023-11-22 00:00:00
45,299952246,EKOVAR ÇEVRE GRUP GERİ DÖNÜŞÜM ATIK DEPOLAMA İNŞAAT TAAHHÜT SANAYİ VE TİCARET A.Ş - TORBALI ŞUBESİ,İZMİR,"ÇAPAK Mahallesi, 2594 SOKAK, No:24 -, TORBALI / İZMİR",Atık Ara Depolam,,İzin ve Lisans Belgesi,2021-05-02 00:00:00,2023-11-15 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Tehlikeli Atık Geri Kazanı,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA, Tehlikesiz Atık Geri Kazanı,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA,Düzenli Depolama - 1. Sınıf (Tehlikeli Atık Düzenli Depolama,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA, Atık Elektrikli ve Elektronik Eşya İşlem,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA, Atık Ara Depolam,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
46,222924540,SÜREKO ATIK YÖNETİMİ NAKLİYE LOJİSTİK ELEK. ÜRETİM A.Ş.KULA ŞUBESİ,MANİSA,Sandal Mah. Atatürk Caddesi No: 283 Kula/MANİSA, Ambalaj Atığı Toplama ve Ayırma Tip ,"Hava Emisyon, Atıksu Deşarjı",İzin ve Lisans Belgesi,2019-06-21 00:00:00,2023-10-19 00:00:00
47,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
47,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
47,232125702,DENİZGRUP ATIK YÖNETİMİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TEKİRDAĞ,"TEKİRDAĞ,VELİMEŞE Mahallesi, YENİ BAHAR SOKAK, No: 15-, ERGENE,Türkiye", Atık Ara Depolam,Hava Emisyon,İzin ve Lisans Belgesi,2018-09-10 00:00:00,2023-09-10 00:00:00
48,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE,Tehlikeli Atık Geri Kazanı,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
48,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE, PCB Arındırm,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
48,222998462,ÖZ ÜLGER ENTEGRE ATIK YÖNETİMİ ENDÜSTRİ TİCARET LİMİTED ŞİRKETİ,KIRIKKALE,Erenler Mah. 220 Sokak No:7 Yahşiyan/KIRIKKALE, Atık Ara Depolam,,İzin ve Lisans Belgesi,2022-09-03 00:00:00,2023-05-10 00:00:00
49,233075954,BATI ATIK ENERJİ ÜRETİM NAKLİYE İNŞAAT SANAYİ VE TİCARET ANONİM ŞİRKETİ,MANİSA,"MANİSA,EVRENOS Mahallesi, EVRANOS KÜME EVLER, No: 8-, YUNUSEMRE,Türkiye",Atık Ara Depolam,,İzin ve Lisans Belgesi,2018-09-28 00:00:00,2023-09-28 00:00:00
50,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA",Tehlikeli Atık Geri Kazanı,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
50,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA", Hurda Metal /ÖTA İşlem,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
50,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA", Atık Ara Depolam,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
50,223263356,DEKASAN DÖNÜŞTÜRÜLEBİLİR ENDÜSTRİYEL KATI ATIK NAKLİYE SANAYİ VE TİCARET LİMİTED ŞİRKETİ,BURSA,"KAYAPA Mahallesi, KIRMIZI(530) CADDE, No: 7-, NİLÜFER / BURSA", Ambalaj Atığı Toplama ve Ayırma Tip ,,İzin ve Lisans Belgesi,2022-03-02 00:00:00,2023-08-08 00:00:00
51,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,ÇORUM,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",Tehlikeli Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-01-04 00:00:00,2023-07-27 00:00:00
51,224805090,EKMEKÇİOĞULLARI METAL VE KİMYA SANAY İ TİC.A.Ş.,ÇORUM,"ÇORUM,PINARÇAYOSB Mahallesi, ORGANİZE SANAYİ 6. CADDE, No: 18 -20/6-, MERKEZ,Türkiye",Tehlikesiz Atık Geri Kazanı,Hava Emisyon,İzin ve Lisans Belgesi,2019-01-04 00:00:00,2023-07-27 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA,Tehlikesiz Atık Geri Kazanı,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Atık Elektrikli ve Elektronik Eşya İşlem,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, PCB Arındırm,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Atık Ara Depolam,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Tehlikeli Atık Ön İşlem Tesisler,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Tehlikesiz Atık Ön İşlem Tesisler,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
52,310809782,SAHALAR METAL DEMİR ÇELİK HURDACILIK NAK.HAFR.İNŞ.TAAH. İTH. İHR. SAN. VE TİC. LTD. ŞTİ. AKGEDİK ŞUBESİ,MANİSA,AKGEDİK MAHALLESİ AKGEDİK CADDESİ NO: 256 -YUNUSEMRE / MANİSA, Yeniden Kullanıma Hazırlam,,Geçici Faaliyet Belgesi,2022-06-23 00:00:00,2023-06-23 00:00:00
53,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,ESKİŞEHİR,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR",Atık Ara Depolam,,İzin ve Lisans Belgesi,2021-10-13 00:00:00,2023-11-04 00:00:00
53,226546364,GEP YEŞİL ENERJİ ÜRETİM TEKNOLOJİLERİ ANONİM ŞİRKETİ ESKİŞEHİR ŞUBESİ,ESKİŞEHİR,"HİSAR Mahallesi, BURSA KARAYOLU MEYDAN, No: 621-, TEPEBAŞI / ESKİŞEHİR", Atıktan Türetilmiş Yakıt (ATY) Hazırlama Tesis,,İzin ve Lisans Belgesi,2021-10-13 00:00:00,2023-11-04 00:00:00
54,223350230,RDF KONTAMİNE ATIK BERTARAF VE GERİ KAZANIM SANAYİ TİCARET ANONİM ŞİRKETİ KURUTMA ŞUBESİ,KOCAELİ,"KARADENİZLİLER Mahallesi, BAŞYİĞİT CADDE, No: 162 A-, BAŞİSKELE / KOCAELİ",Tehlikeli Atık Ön İşlem Tesisler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-02-17 00:00:00,2023-02-17 00:00:00
54,223350230,RDF KONTAMİNE ATIK BERTARAF VE GERİ KAZANIM SANAYİ TİCARET ANONİM ŞİRKETİ KURUTMA ŞUBESİ,KOCAELİ,"KARADENİZLİLER Mahallesi, BAŞYİĞİT CADDE, No: 162 A-, BAŞİSKELE / KOCAELİ",Tehlikesiz Atık Ön İşlem Tesisler,Hava Emisyon,Geçici Faaliyet Belgesi,2022-02-17 00:00:00,2023-02-17 00:00:00
55,232033058,ANADOLU TEHLİKELİ ATIK DEPOLAMA SANAYİ VE TİCARET ANONİM ŞİRKETİ,MUĞLA,"MUĞLA,KAFACA Mahallesi, SANAYİ CADDE, No: 13-, MENTEŞE,Türkiye",Atık Ara Depolam,,İzin ve Lisans Belgesi,2018-01-23 00:00:00,2023-01-23 00:00:00
56,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK DEPOLAMA LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Hurda Metal /ÖTA İşlem,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
56,230599446,EMG İŞLEME TESİSLERİ GERİ KAZANIM ATIK DEPOLAMA LOJİSTİK ÇEVRE İŞ SAĞLIĞI  VE GÜVENLİĞİ DANIŞMANLIĞI İNŞAAT DIŞ TİCARET LİMİTED ŞİRKETİ,ANKARA,"Saray Mah., Keresteciler Sitesi, 8. Sokak., No: 29/A-B, Kahramankazan ANKARA",Atık Elektrikli ve Elektronik Eşya İşlem,Hava Emisyon,Geçici Faaliyet Belgesi,2022-07-01 00:00:00,2023-07-01 00:00:00
